0.000000000000000000e+00,7.984289526939392090e-01,2.226907163858413696e-01,3.384651184082031250e+00,2.686994671821594238e-01,8.325862884521484375e-01,4.325436115264892578e+00,-2.116589546203613281e+00,-1.042197704315185547e+00,4.009334087371826172e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.403621717258364043e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.345524829890340612e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.157382318549313283e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
2.999999999999999889e-02,1.061260104179382324e+00,4.193958342075347900e-01,3.351264715194702148e+00,1.391847729682922363e-01,1.206679344177246094e+00,4.164307594299316406e+00,-2.113708734512329102e+00,-1.381251096725463867e+00,3.978204488754272461e+00,7.179643518524603772e-03,2.001441418130691600e-03,3.387265910126114221e+00,2.401394454419572121e-03,7.437012714602079556e-03,4.203341407348705872e+00,-1.905424593703532177e-02,-9.345639940766618456e-03,4.147954775423382756e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
5.999999999999999778e-02,1.164453148841857910e+00,4.770790040493011475e-01,3.383949756622314453e+00,3.149873018264770508e-02,1.573547005653381348e+00,3.998892307281494141e+00,-2.125682353973388672e+00,-1.681126117706298828e+00,3.910736799240112305e+00,1.782281802800058379e-01,1.251635735394742988e-01,3.426336957355275104e+00,-7.151362499753578794e-02,2.478649373911182840e-01,4.063185652820269667e+00,-4.455713870277271810e-02,-2.278166965563516444e-01,4.105438252664477261e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
8.999999999999999667e-02,1.364281773567199707e+00,4.549247622489929199e-01,3.439509391784667969e+00,-2.420843541622161865e-01,1.972263574600219727e+00,3.802542209625244141e+00,-2.236175060272216797e+00,-1.962408781051635742e+00,3.861127614974975586e+00,1.346932349689484720e-01,6.308383902941716581e-02,1.131819181795615137e+00,-1.516788568288683636e-01,6.087549068497503102e-01,4.893022788888558239e+00,-1.099260132587607380e-01,-5.044331687390907204e-01,5.223411639403281015e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
1.199999999999999956e-01,1.283260107040405273e+00,3.105395138263702393e-01,3.621892690658569336e+00,-6.284842491149902344e-01,2.212183237075805664e+00,3.706653118133544922e+00,-2.406910181045532227e+00,-2.372985363006591797e+00,3.599844455718994141e+00,-3.542929830173988104e-01,-6.723737929470045838e-02,1.271538882778537882e+00,-7.683519286045120689e-01,1.369828434026443276e+00,4.724456389097618114e+00,-1.832805216891690847e-01,-1.055486132122652521e+00,5.092332156318114755e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
1.499999999999999944e-01,1.518882274627685547e+00,4.348888397216796875e-01,3.569644451141357422e+00,-6.411507725715637207e-01,2.404670476913452148e+00,3.603441953659057617e+00,-2.625014781951904297e+00,-2.452756166458129883e+00,3.648379325866699219e+00,-4.536251160326505993e-01,-3.248790576114770068e-01,1.113466854553545105e+00,-1.209976223634757986e+00,1.437240871473485893e+00,4.650412952399261002e+00,-5.194386865583353607e-01,-1.563677457404419879e+00,5.191223913451086247e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
1.799999999999999933e-01,1.544303894042968750e+00,5.333214998245239258e-01,3.536448955535888672e+00,-6.171295642852783203e-01,2.332328319549560547e+00,3.683779716491699219e+00,-2.601685762405395508e+00,-2.591800689697265625e+00,3.580028057098388672e+00,-4.460722562368089200e-02,-7.367907018496393234e-02,8.978536645561465690e-01,-1.040459969139372554e+00,1.574000268131718228e+00,4.728247174950237053e+00,-8.524976529761194577e-01,-1.454814918143420899e+00,5.309869597532273389e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
2.099999999999999922e-01,1.594468474388122559e+00,6.708350777626037598e-01,3.497589826583862305e+00,-6.298344731330871582e-01,2.388326644897460938e+00,3.637708902359008789e+00,-2.412981986999511719e+00,-2.642035961151123047e+00,3.644045829772949219e+00,-1.124631478709587074e-01,7.496661419416941752e-02,8.879653352728755777e-01,-8.989917317127741336e-01,1.271762187911838371e+00,4.683010568237182980e+00,-7.107176589590895599e-01,-1.623871750372967160e+00,5.332113651134132937e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
2.399999999999999911e-01,1.541651844978332520e+00,5.941483974456787109e-01,3.492014408111572266e+00,-6.109704971313476562e-01,2.324483871459960938e+00,3.708534240722656250e+00,-2.354614257812500000e+00,-2.694515705108642578e+00,3.598666429519653320e+00,-3.164052491432622211e-02,2.527463458648386285e-01,7.640984162589656847e-01,-9.074053379034542344e-01,1.327051670337546341e+00,4.674106830813826718e+00,-3.978204366935270131e-01,-1.624851729982219384e+00,5.447231910879889227e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
2.700000000000000178e-01,1.478808879852294922e+00,3.359231054782867432e-01,3.555868148803710938e+00,-9.063061475753784180e-01,2.170070409774780273e+00,3.814976453781127930e+00,-2.532555103302001953e+00,-2.833281278610229492e+00,3.410919666290283203e+00,-1.793142045431228293e-01,6.131866372158559231e-02,7.680320190958074278e-01,-8.396358834304677998e-01,1.147887119641685549e+00,4.719163375742724043e+00,-3.835736607356419747e-01,-1.706092271803139049e+00,5.395978417579335940e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
2.999999999999999889e-01,1.368828654289245605e+00,1.231415122747421265e-01,3.636838436126708984e+00,-1.179014682769775391e+00,2.015908241271972656e+00,3.878080844879150391e+00,-2.705689430236816406e+00,-2.895157098770141602e+00,3.274816989898681641e+00,-2.763036859341120866e-01,-3.603237306030472320e-01,6.792628881617535086e-01,-1.340205734100138768e+00,8.757277117865531757e-01,4.747688979226058592e+00,-7.946089343824569440e-01,-1.965021911480740124e+00,5.425950609118849854e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
3.299999999999999600e-01,1.281901717185974121e+00,1.812688261270523071e-01,3.739635944366455078e+00,-1.344071149826049805e+00,2.209081649780273438e+00,3.679328441619873047e+00,-2.627454996109008789e+00,-2.822413206100463867e+00,3.414212703704833984e+00,-4.675546624035559207e-01,-6.038309400444763497e-01,6.605990547485234288e-01,-1.664955015861533605e+00,6.878192501658220159e-01,4.574066559438261237e+00,-1.064726307446622888e+00,-2.050669910722088041e+00,5.584533094229350070e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
3.599999999999999867e-01,1.267296791076660156e+00,9.503763914108276367e-02,3.738431930541992188e+00,-1.392463207244873047e+00,2.123339653015136719e+00,3.692429542541503906e+00,-2.647050380706787109e+00,-2.711439847946166992e+00,3.463891506195068359e+00,-5.921215786662189506e-01,-4.011128418344903079e-01,4.826161087813822803e-01,-1.852607111033045539e+00,1.146028605092387131e+00,4.565151443875684834e+00,-8.423847112065865339e-01,-1.881879795543478728e+00,5.797320480853795033e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
3.900000000000000133e-01,1.251188039779663086e+00,2.850666344165802002e-01,3.729346513748168945e+00,-1.281909942626953125e+00,2.053391218185424805e+00,3.752422809600830078e+00,-2.669567346572875977e+00,-2.819771766662597656e+00,3.440798282623291016e+00,-5.981814241139318256e-01,-5.306605611787276189e-01,4.185441881569964551e-01,-1.829524157723358302e+00,9.614209980654780940e-01,4.629967449447171646e+00,-8.827992921435505735e-01,-1.715696573651986911e+00,5.805316408297006348e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
4.199999999999999845e-01,1.178600549697875977e+00,1.253710538148880005e-01,3.722175121307373047e+00,-1.194650888442993164e+00,1.945389509201049805e+00,3.894116878509521484e+00,-2.675479173660278320e+00,-2.891731023788452148e+00,3.350546836853027344e+00,-5.903900204271657071e-01,-1.542788795606279684e-01,4.596978653710213081e-01,-1.569183895755270175e+00,8.576148778060999067e-01,4.718815999054530863e+00,-9.458876817917543089e-01,-1.972243880645913938e+00,5.739241962395354335e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
4.499999999999999556e-01,1.134413719177246094e+00,5.490031093358993530e-02,3.732962369918823242e+00,-9.651446342468261719e-01,2.096384286880493164e+00,3.912257194519042969e+00,-2.615990400314331055e+00,-2.956484556198120117e+00,3.356784820556640625e+00,-6.757814230743628414e-01,-4.792589267382051377e-01,3.927890474727977477e-01,-1.429809108893770775e+00,6.817337828010321399e-01,4.754048894034369255e+00,-1.004760708217945719e+00,-2.108637000890934310e+00,5.799333154568078186e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
4.799999999999999822e-01,1.191115736961364746e+00,-1.441324055194854736e-01,3.707231760025024414e+00,-9.403394460678100586e-01,2.109449863433837891e+00,3.998255252838134766e+00,-2.566846847534179688e+00,-3.020302534103393555e+00,3.312931537628173828e+00,-7.437703101716865994e-01,-5.576782429458791990e-01,3.813589793955358687e-01,-1.072067926010875860e+00,1.013341654081174825e+00,4.782010934073717578e+00,-9.113457463126894975e-01,-2.212900834727071331e+00,5.811143998304956426e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
5.100000000000000089e-01,1.252024888992309570e+00,-1.041814982891082764e-01,3.682425022125244141e+00,-1.050403475761413574e+00,1.991553544998168945e+00,4.011433124542236328e+00,-2.608778238296508789e+00,-2.947533369064331055e+00,3.363846063613891602e+00,-5.964318673073070176e-01,-8.586592753047059823e-01,4.192215212297387694e-01,-1.114511849356293993e+00,9.848167127643305818e-01,4.748851965945313225e+00,-8.795329277564721826e-01,-2.312868160452564492e+00,5.819979285053690887e+00,1.139052017024702712e+00,0.000000000000000000e+00,4.251000000000000334e+00,-5.695260085123512450e-01,9.864479829752974549e-01,4.251000000000000334e+00,-5.695260085123512450e-01,-9.864479829752974549e-01,4.251000000000000334e+00
