0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,5.796386772585840896e-01,6.883798561323639653e-01,2.799261823345385314e-01,2.494196315000715369e+00
2.999999999999999889e-02,5.872501417166735571e-01,3.126142346556929907e-01,1.007264370693442768e+00,2.854847250088710542e+00
4.000000000000000083e-02,5.210668317892702683e-01,4.115935354112768563e-01,3.284751843486938827e-01,2.264113100061547534e+00
5.000000000000000278e-02,7.014912680167988412e-01,6.429938799182054188e-02,4.287858416473195877e-01,2.706960663212728768e+00
5.999999999999999778e-02,3.367724800000729823e-01,5.021976148370388415e-01,1.016820046423035251e+00,2.664823297505988897e+00
7.000000000000000666e-02,2.508533612558185855e-01,8.349017793089726913e-01,6.503863367285048769e-01,2.379554590365636102e+00
8.000000000000000167e-02,5.586742682818323091e-01,4.866237430390459306e-01,4.845995827383637322e-01,2.746883984780233767e+00
8.999999999999999667e-02,2.394993515393428474e-01,1.679203446894948493e-01,7.218556048794088076e-01,2.768472406660980933e+00
1.000000000000000056e-01,8.633908397821513647e-01,7.604501651899805426e-01,1.055709720498591991e-01,3.034838034194922596e+00
1.100000000000000006e-01,4.143369054434389298e-01,4.957850038790161951e-01,5.685376551019255542e-01,2.923516141920927680e+00
1.199999999999999956e-01,6.086382616777202825e-01,4.462761883293984710e-01,2.505733954719738810e-01,2.294078443911546916e+00
1.300000000000000044e-01,3.176378048520922537e-01,7.195763017992714561e-01,9.335645427703010979e-01,2.241328197346912354e+00
1.400000000000000133e-01,3.402839151894446745e-01,3.377316727644512073e-01,8.299306211870266514e-01,1.976825921791573126e+00
1.499999999999999944e-01,2.407883961484544311e-01,5.181197230947780508e-01,1.002424759350883487e+00,2.371851907545857063e+00
1.600000000000000033e-01,5.843208649421287593e-01,7.145699571331947109e-01,5.738788115203942164e-01,3.534282925709880008e+00
1.700000000000000122e-01,2.158386195882115444e-01,2.022019109173333606e-01,8.009548213665765859e-01,2.663646232362526511e+00
1.799999999999999933e-01,6.351286276137456666e-01,3.212327542278967107e-01,6.224256862593217088e-01,2.629098134541852705e+00
1.900000000000000022e-01,5.405207494254292699e-01,6.730224141520662062e-01,2.344280324573856378e-01,2.799449591792619429e+00
2.000000000000000111e-01,6.243175260909353819e-01,3.072009543244331176e-01,5.388692721368013583e-01,1.410927907624697442e+00
2.099999999999999922e-01,6.045226517310896552e-01,7.461771030807483607e-01,3.548068963398859910e-01,2.453097401773419062e+00
2.200000000000000011e-01,2.487985832785898355e-01,1.265524972870079867e-01,1.045080657929894796e+00,2.461046495137045653e+00
2.300000000000000100e-01,3.382385694911808627e-01,3.381272312294646976e-01,3.473282128721301154e-01,2.031062062762672760e+00
2.399999999999999911e-01,8.355025672285326666e-01,5.113943661553688180e-01,4.778633250196231419e-01,2.179112553586339374e+00
2.500000000000000000e-01,2.064886597278797198e-01,8.409098508142532902e-01,5.039816658231837110e-01,1.978870587149724969e+00
2.600000000000000089e-01,8.472808492889520871e-01,1.015444513765149104e-01,3.692972897269320987e-01,1.672034025005384006e+00
2.700000000000000178e-01,3.387954209409370088e-01,8.394191940017584619e-01,7.010418605127314295e-01,2.764873527002292164e+00
2.800000000000000266e-01,3.183037588026504383e-01,6.664077470237913525e-01,3.201312901204411698e-01,1.988091680712056997e+00
2.899999999999999800e-01,3.124931035589987305e-01,1.921978978231270729e-01,4.539308305154971523e-01,2.590785018736336820e+00
2.999999999999999889e-01,4.454271274198741137e-01,5.687238389672029104e-01,6.988247165112445591e-01,2.492187880433982539e+00
3.099999999999999978e-01,5.212017014592812414e-01,4.116736173233013218e-01,2.210314548638807053e-01,1.907989811323326679e+00
3.200000000000000067e-01,3.759626327750096308e-01,4.827181996401311292e-01,8.662577960769649588e-01,1.730008295872345725e+00
3.300000000000000155e-01,5.702938461737280251e-01,2.899501179530952211e-01,3.121229221687659705e-01,1.932288055846246078e+00
3.400000000000000244e-01,2.126499819042949879e-01,1.273976013721282163e-01,3.569122787287811738e-01,2.620356878942178280e+00
3.500000000000000333e-01,1.520499612322707139e-01,2.277705705509920353e-01,2.064882445047851733e-01,2.551343896192506122e+00
3.599999999999999867e-01,7.931831209769238944e-01,9.338840423882176223e-02,3.400346687728028061e-01,2.367003109313871700e+00
3.699999999999999956e-01,6.278460874702223027e-01,1.745601700600287187e-01,4.958124462968247492e-01,1.778504506552111897e+00
3.800000000000000044e-01,4.688539899675134293e-01,4.338326656242761370e-01,4.946975250976443084e-01,2.256178584491804529e+00
3.900000000000000133e-01,1.535385746198304757e-01,3.579108012814484208e-01,4.719448364143105645e-01,2.877584421654729052e+00
4.000000000000000222e-01,3.119692858334637275e-01,3.743210121459482065e-01,5.153798312122217506e-01,1.472872545218882667e+00
4.100000000000000311e-01,5.113074403398744083e-01,5.090351984176482159e-01,5.429685742440586438e-01,2.245399195702055373e+00
4.199999999999999845e-01,3.501181995820842885e-01,1.864518164931648903e-01,9.227245901148365403e-01,1.605483452239765185e+00
4.299999999999999933e-01,1.968445082251881195e-01,5.291444318043621031e-01,1.532719843049248909e-01,1.869919802625071847e+00
4.400000000000000022e-01,2.606185158106513744e-01,6.752799489042858871e-01,4.004424786744137932e-01,2.455719163529895166e+00
4.500000000000000111e-01,3.030657308257502791e-01,1.979865679428238212e-01,1.565423283530885390e-01,1.948064146472741509e+00
4.600000000000000200e-01,5.347110730032574866e-01,6.435774418270043817e-01,2.049929432108665572e-01,2.422466072112734015e+00
4.700000000000000289e-01,2.106263595600274263e-01,2.589971514151795384e-01,5.844822620358695042e-01,1.555253952769505732e+00
4.799999999999999822e-01,3.906661974625187383e-01,1.794528272833280647e-01,3.669648128953329480e-01,2.120017450305409668e+00
4.899999999999999911e-01,4.382657388389477604e-01,3.813259343458427209e-01,6.715982981513659578e-01,1.770147467454697532e+00
5.000000000000000000e-01,4.784141429462508976e-01,4.745408487069173731e-01,8.334256811728265602e-01,1.887469005221893203e+00
5.100000000000000089e-01,9.004551920604665360e-01,4.983278991215917553e-01,2.240384887447423590e-01,2.036930900819637458e+00
5.200000000000000178e-01,5.071878607751004742e-01,2.774589309768683565e-01,1.971274973785201168e-01,1.447239188988740821e+00
5.300000000000000266e-01,4.098711032226905471e-01,6.220788322844471585e-01,3.670051807535212873e-01,1.640248524718947332e+00
5.400000000000000355e-01,4.567597205905973845e-01,5.500736942963591058e-01,3.734151611346144262e-01,1.652850819128401261e+00
5.500000000000000444e-01,3.579953610262739394e-01,3.943564130993209016e-01,1.127414306059822957e-01,1.379988056019705756e+00
5.600000000000000533e-01,5.901335704237735402e-02,3.469011395473652892e-01,6.684059633320041938e-01,1.937775892425487756e+00
5.700000000000000622e-01,3.520774779667499299e-01,6.326193341091499445e-01,2.313251976487705752e-01,1.609695640686401363e+00
5.799999999999999600e-01,4.724471123822874818e-01,4.632224693508296687e-01,5.447943327596280749e-01,1.459841998495102544e+00
5.899999999999999689e-01,3.225681253200701759e-01,6.227402457611073139e-01,6.021622789519004426e-01,1.695518740349045927e+00
5.999999999999999778e-01,5.802824203118565061e-01,5.053228995355152353e-01,8.971064945017527270e-01,1.714577719486456875e+00
6.099999999999999867e-01,3.720275781191757503e-01,4.226001120397600563e-01,2.109383661669853027e-01,2.227353671394802337e+00
6.199999999999999956e-01,5.721934868943484576e-01,2.055229892963227611e-01,4.622087959877169139e-01,1.850177366488773067e+00
6.300000000000000044e-01,9.222454126183724510e-01,4.448735005049163083e-01,1.361674987012415627e-01,2.590442624318931575e+00
6.400000000000000133e-01,9.180015415989948302e-01,3.087335453001673335e-01,1.347578290138569113e-01,1.718681910571651317e+00
6.500000000000000222e-01,1.134805308036788141e-01,3.855422453985736242e-01,3.855660117396746966e-01,1.655674668070062028e+00
6.600000000000000311e-01,1.638730722339521162e-01,4.250344046860223268e-01,3.989013785831874714e-01,1.972919202911405323e+00
6.700000000000000400e-01,1.181686388103289909e-01,7.638121610114074755e-01,6.622658178370149917e-02,1.801232232351248630e+00
6.800000000000000488e-01,2.734853193982284547e-01,6.919449249844129568e-01,6.346910830199076203e-01,2.447091325192337408e+00
6.900000000000000577e-01,2.798596137049462196e-01,7.336582890734031359e-01,3.139853978287032721e-01,1.632563046463557210e+00
7.000000000000000666e-01,5.013389674767327886e-01,6.530840996677613752e-01,5.133381353887650489e-01,1.458741411808112787e+00
7.099999999999999645e-01,3.792704978046984587e-01,6.766248660105534940e-01,3.441661420223213752e-01,1.963441566119103365e+00
7.199999999999999734e-01,3.291018840787688915e-01,6.065099082467113600e-01,6.963062481760253775e-01,1.803136087700058843e+00
7.299999999999999822e-01,7.585664061711893114e-01,4.613792244148512411e-01,2.750693170095201978e-01,2.693062085311783260e+00
7.399999999999999911e-01,2.977003614414216459e-01,2.116804049369077068e-01,5.896734991800756109e-01,1.986512407201251662e+00
7.500000000000000000e-01,6.224129016929554892e-01,9.844505936610737917e-01,4.173991108509376713e-01,2.061544666956123262e+00
7.600000000000000089e-01,4.770335346363130391e-01,8.663766180829804986e-01,7.410578244601604414e-01,2.036874823441515048e+00
7.700000000000000178e-01,5.871291754822254294e-01,5.078442807553530391e-01,7.668711465919628711e-01,1.296511635397186613e+00
7.800000000000000266e-01,3.847912212440995350e-01,3.541294666832136007e-01,4.237476081938550965e-01,1.525527450791219986e+00
7.900000000000000355e-01,1.460154222660543233e-01,1.407938478306429708e-01,5.908732775013852967e-02,1.934829951912681478e+00
8.000000000000000444e-01,2.401864807679664482e-01,2.781072198041816268e-01,6.197516825805501339e-01,1.490308259193313001e+00
8.100000000000000533e-01,8.029623753596214497e-01,1.878888193342912460e-01,5.054155713233420277e-01,1.172758401861012212e+00
8.200000000000000622e-01,3.319507630268704323e-01,3.810681008130422653e-01,3.812608859387317528e-01,1.177284670338564654e+00
8.300000000000000711e-01,1.400966601528971234e-01,2.821516702376039021e-01,3.562452074621869080e-01,2.280893358350494449e+00
8.399999999999999689e-01,6.075804943104087252e-01,5.745934188823922373e-01,1.412201129459653426e-01,1.151022535858660989e+00
8.499999999999999778e-01,4.588245178355275233e-01,5.900726326177582193e-01,4.924200694860246807e-01,1.678297100135299758e+00
8.599999999999999867e-01,2.639446675946402476e-01,2.683226431537958367e-01,3.422884853366454649e-01,1.246985711736965596e+00
8.699999999999999956e-01,1.580567033045358893e-01,1.230343158805189407e-01,5.836025880206024280e-02,1.877210785268606408e+00
8.800000000000000044e-01,1.779004695260684721e-01,4.023983798830372272e-01,1.996172226055934751e-01,1.326031774353350956e+00
8.900000000000000133e-01,2.685086562231812635e-01,1.377013517828994116e-01,3.705218087881479438e-01,2.180332680135898205e+00
9.000000000000000222e-01,6.854235219014848113e-01,3.175433900686296940e-01,2.478138303139267862e-01,1.270302015321113753e+00
9.100000000000000311e-01,1.948941701237351942e-01,5.688601148306277056e-01,3.477254575423277538e-01,2.062727105063959510e+00
9.200000000000000400e-01,7.647946265441921132e-02,6.622273237881314278e-01,3.365720326684228381e-01,1.304481976823823830e+00
9.300000000000000488e-01,2.010836913672789106e-01,3.978191544193511175e-01,9.075076482309979431e-01,1.417061301800396800e+00
9.400000000000000577e-01,3.756607128295791909e-01,3.143515512447519478e-01,3.737360324177185222e-01,1.589672892694395490e+00
9.500000000000000666e-01,2.216691862600982943e-01,8.406695869035255009e-02,1.559892730008305695e-01,1.007497141887049974e+00
9.599999999999999645e-01,3.543726589598658605e-01,2.510649967670800509e-01,1.013418334551925981e-01,1.164645155499533624e+00
9.699999999999999734e-01,7.426939533402107108e-01,3.672934816828611337e-01,4.370311102188181307e-01,1.312325566473200311e+00
9.799999999999999822e-01,4.833555595345214728e-01,2.084098599979282707e-01,3.749562099763417700e-01,1.617610097814147219e+00
9.899999999999999911e-01,3.651907631641463370e-01,3.180900309436340834e-01,6.799499809831778263e-01,9.549206330566591960e-01
1.000000000000000000e+00,1.733355324143685816e-01,2.435239447441002736e-01,2.866677725108132124e-01,1.514866855791412892e+00
1.010000000000000009e+00,2.561525619925376640e-01,4.359432775644591085e-01,3.381229136278875447e-01,1.746441532930278040e+00
1.020000000000000018e+00,4.975672700137991900e-01,2.198450780598512067e-01,3.331369510939207190e-01,1.000236483134594012e+00
1.030000000000000027e+00,6.320822932616152467e-01,3.552767682565498575e-01,1.014343212877100997e-01,1.289279712395206445e+00
1.040000000000000036e+00,3.162286627946687134e-01,3.400867065051873528e-01,2.737475385162133623e-01,1.382977104130245660e+00
1.050000000000000044e+00,1.083106394850829268e+00,1.064306186813896160e-01,5.483732253140447543e-01,1.242319406598364928e+00
1.060000000000000053e+00,4.517133794040363859e-01,1.207595760054110956e-01,2.701006796194700410e-01,1.494285939922706641e+00
1.070000000000000062e+00,1.483448418485334430e-01,4.024675168318259111e-01,3.945108055183637608e-01,8.589208205800805684e-01
1.080000000000000071e+00,3.585343787484260303e-01,7.849993580540273186e-01,3.160227619020555268e-01,1.392625139269026757e+00
1.090000000000000080e+00,1.716316411721341972e-01,3.421482015451821623e-01,2.778444551066523438e-01,9.266701738310059167e-01
