0.000000000000000000e+00,2.945448894368372095e-01,4.383105716593759249e-01,-3.097708340191025478e-01,2.688314763792054030e-01,-6.685808850023206018e-03,-1.037850456743253102e-01,2.243673376922718232e-01,-7.860734448704048694e-02,-1.621563776047036387e-01,2.544725907979161206e-01,1.670392252048807924e-01,1.144071458801133589e-01,-1.202239541345493518e-02,1.844189929924210103e-02,-4.318291415087786161e-02,4.841464959457637829e-02,-2.094973071265472664e-02,1.578640888177354484e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.536426642004703247e-01,0.000000000000000000e+00,-1.268213321002351346e-01,2.196609906811731183e-01,-1.268213321002351346e-01,-2.196609906811731183e-01,3.000000000000000444e-01,3.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-02,3.021904041932783058e-01,4.433580060787694621e-01,-3.062181535192508575e-01,2.683383530015320817e-01,-6.118930456730778920e-03,-1.048333460802895606e-01,2.255857361105493286e-01,-7.899682001612261251e-02,-1.615114461653933131e-01,2.551906844685259412e-01,1.694980919556544341e-01,1.224298757103108454e-01,-2.080513661960119165e-02,1.930090187046144129e-02,-2.664966620123395899e-02,3.275093239917756249e-02,-4.970921855236214854e-03,2.715788346154548658e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.312652400933601596e-03,1.671392831501015280e-02,-4.937280231860890350e-05,-6.497475104503202051e-03,-7.347107265544576202e-03,-2.652800230692374327e-05,3.273741568096032173e-02,-1.493712413989309318e-02,2.726555735512741939e-04,9.000000357627867612e-03,9.000000357627867612e-03,-6.292012244557553903e-11,2.536426641795905268e-01,3.921818536589683039e-11,-1.268213320718538928e-01,2.196609906769761145e-01,-1.268213320882717876e-01,-2.196609906238054799e-01,3.000000012691337870e-01,2.999999993976334434e-01,-4.194674740887193779e-09,-1.391987378696057898e-09,2.614569193613853981e-09,1.892082202581413374e-09,-2.798000431347702219e-10,7.975558463657605805e-10,3.824508496563794126e-09
5.999999999999999778e-02,3.100841472612581029e-01,4.484045167751806171e-01,-3.023761395194310975e-01,2.673880608296216876e-01,-5.391167904752548583e-03,-1.057031529455197683e-01,2.263324016423187146e-01,-7.894326337781847058e-02,-1.605356568121418526e-01,2.710258993027831464e-01,1.669795164794802833e-01,1.337070558623644490e-01,-4.250043043240236962e-02,2.916391578315855049e-02,-3.128954070647251701e-02,1.696937867607917552e-02,8.573678614192305897e-03,3.783642175902553195e-02,9.999999653970125246e-01,7.968978509483581071e-05,2.507089218333930251e-04,-7.405920262369010667e-07,9.999999891777394678e-01,-9.746212621596119494e-05,-1.102066085856071020e-04,-3.979200331683913340e-07,9.999998543203331147e-01,4.910612113685253232e-04,-2.240568512182198636e-04,4.089833404667244111e-06,-2.603164059098543592e-03,2.007164011829055406e-01,4.841354785558866624e-05,-2.469463818493824458e-01,-2.343740045417478934e-01,-2.409537820510088916e-03,1.984587340154247981e-01,-2.828491759789665272e-01,3.719894104964397048e-03,1.799999520182609530e-02,1.799997836351394445e-02,-2.735315751678513049e-10,2.536426204853322597e-01,-1.868190933262958782e-07,-1.268213833821690839e-01,2.196608117298251839e-01,-1.268213726013634746e-01,-2.196611666778231498e-01,2.999996378862755386e-01,2.999985369404413182e-01,-1.205661787739842365e-08,-2.909490510536461050e-06,-1.244920945216470740e-05,-3.419756748119229284e-06,-1.191858376594912073e-05,-2.699442770682514029e-06,-1.173031095174192777e-05
8.999999999999999667e-02,3.182877403067311817e-01,4.536047190912264049e-01,-2.983310251512307776e-01,2.659516430376292484e-01,-4.704283568579013808e-03,-1.064747475332332438e-01,2.264280772718823553e-01,-7.863692433741986676e-02,-1.594425020949050975e-01,2.758559916121902655e-01,1.797304397937223575e-01,1.359827668607768436e-01,-5.322232622728893803e-02,1.659091995897313612e-02,-2.011415646806797436e-02,-1.062128498916145580e-02,1.186828845110077246e-02,3.499312637856272917e-02,9.999946806346560191e-01,4.064443511926918711e-05,3.261449120671741728e-03,2.353282989294527441e-07,9.999861997896114518e-01,-3.801637856556235734e-03,-3.625801967789752094e-03,-3.660641237872500737e-05,9.999840088113839398e-01,3.467926712283106276e-03,-4.466787091146296081e-03,5.847148511123331170e-05,3.498258383308627262e-01,7.391183766971171076e-01,-1.974085961966009356e-02,-4.521360483475623804e-01,4.499075529153863662e-01,-1.100387753168359170e-02,1.918339475561197105e-01,-4.095020257939799846e-01,6.643461579954081098e-03,2.699997305870056180e-02,2.699988946318625932e-02,-8.264200435093016495e-10,2.536424463512813587e-01,-9.324672104438214699e-07,-1.268215882632731661e-01,2.196600980128028402e-01,-1.268215342911712673e-01,-2.196618693099058606e-01,2.999988809393686062e-01,2.999955092398221557e-01,-2.424113128896010573e-08,-8.688206397790553963e-06,-3.721637343542010998e-05,-1.022668653018227208e-05,-3.562069374715592820e-05,-8.069785051370570450e-06,-3.507029925663040951e-05
1.199999999999999956e-01,3.261615395115575189e-01,4.587434365339773112e-01,-2.942071246930141326e-01,2.649692731360168696e-01,-3.832793533372934498e-03,-1.064177105133639334e-01,2.264114280321857797e-01,-7.782934803684353475e-02,-1.578611435205742874e-01,2.490866878082888813e-01,1.628948440576918066e-01,1.389158514478706918e-01,-1.228527611437361944e-02,4.146382754463720510e-02,2.388940408605820520e-02,9.473632758815742072e-03,4.192561657913596029e-02,7.034243663669592639e-02,9.998830410529851997e-01,5.286901041111648908e-03,1.434765541802586301e-02,-3.125316329858598605e-04,9.999390974703428192e-01,-1.058246193895379800e-02,3.122401984975474790e-03,-2.519034561876121983e-04,9.999235770266557966e-01,6.345202082159127031e-03,-1.060924668872102565e-02,1.496711460873379569e-04,-3.653775555846751621e-01,-2.777844312440585828e+00,1.598108519841789227e-02,-1.029369353403415954e-01,-1.376415264856160614e-01,-8.301698857091867681e-03,3.382116392954400697e-01,2.024813803820552094e-02,1.412662383772935425e-02,3.599992185831069752e-02,3.599968418478965287e-02,-1.659428381373117901e-09,2.536420564912569842e-01,-2.602774075424196606e-06,-1.268220472665090026e-01,2.196584993299371125e-01,-1.268218964497241641e-01,-2.196634433899212757e-01,2.999976827617703568e-01,2.999907223954474955e-01,-3.068945440221071328e-08,-1.727929718529974733e-05,-7.403709885282171697e-05,-2.034516353380810691e-05,-7.086182412823716840e-05,-1.605201026218638617e-05,-6.977356575230353681e-05
1.499999999999999944e-01,3.333662015514334831e-01,4.633740054555433030e-01,-2.900260926612396317e-01,2.647855248314548993e-01,-2.353706080037410841e-03,-1.051419482496784713e-01,2.270038851161709781e-01,-7.603707283903955727e-02,-1.550957498909041332e-01,2.312784919759543478e-01,1.459073412884445975e-01,1.397916478472367163e-01,7.149946503812523724e-06,5.704244045871066648e-02,6.108988549103554211e-02,2.991865517162135488e-02,7.745667374784592774e-02,1.138454389061383520e-01,9.996268290280352353e-01,-2.057568387682003758e-04,-2.731509557951625200e-02,-2.142544294394589676e-04,9.999258418687390071e-01,-1.212729386950290277e-02,1.056967887070759315e-03,-3.497504567565745833e-04,9.998816412730593406e-01,1.141559145917445638e-02,-1.030599712017135801e-02,4.173009578606354871e-04,1.158152091374033299e+00,-1.442068635702398849e+00,-1.615329716516260283e-02,8.478987163069500177e-01,-1.681546396501258922e+00,1.039669652708324031e-02,7.810604951668433937e-01,-6.545066926354867753e-01,4.965979806353548742e-02,4.499982714653014831e-02,4.499930471181869118e-02,-2.707520767586402045e-09,2.536413678280352024e-01,-5.553530864201850073e-06,-1.268228581423355705e-01,2.196556752017318759e-01,-1.268225361862510281e-01,-2.196662242171565360e-01,2.999959706119743608e-01,2.999838701446480571e-01,-3.908504698779680362e-08,-2.859115559594727074e-05,-1.225033407830328582e-04,-3.366593489001479256e-05,-1.172441438505977926e-04,-2.656018568124862564e-05,-1.154483677646350802e-04
1.799999999999999933e-01,3.398439467267951319e-01,4.676220793761508565e-01,-2.857820955493231008e-01,2.650562119086343205e-01,-6.659177686453420647e-04,-1.028951549460397769e-01,2.277292301782629369e-01,-7.333368908782600393e-02,-1.514401775063082545e-01,2.006718360472080354e-01,1.374107839807720000e-01,1.431458699553580238e-01,1.796228862079492228e-02,5.536280141163583274e-02,8.856356234865027377e-02,1.832257189721947510e-02,1.025956138980173571e-01,1.296525100773243677e-01,9.986548634408000114e-01,1.715987666950297488e-02,-4.892853819143893473e-02,2.256487231639679565e-05,9.997078324853447828e-01,5.847349112583018378e-04,-2.416398162557575890e-02,9.871441682697037741e-05,9.995293302620655851e-01,2.312473832123189063e-02,-2.012445975793577743e-02,1.170701880349349746e-03,2.738300703449217943e-01,5.693931255910844591e-02,2.163348632074734573e-02,5.070093967816526881e-01,-1.058963951914383195e+00,2.742943979133563581e-02,9.109520297453093107e-01,-9.187260335879086082e-01,8.388772423144223722e-02,5.399967223405837541e-02,5.399868443608283469e-02,-3.939274328956798523e-09,2.536403005202865768e-01,-1.012669345109573762e-05,-1.268241149606584295e-01,2.196512984000697222e-01,-1.268235277442049946e-01,-2.196705340495587466e-01,2.999936451884389066e-01,2.999745678851194475e-01,-4.215790067929603901e-08,-4.249845140872066378e-05,-1.821003678661403354e-04,-5.004662308271706935e-05,-1.742803623219163576e-04,-3.948363796082238143e-05,-1.716158112997101548e-04
2.099999999999999922e-01,3.457415866421422179e-01,4.715264924355047071e-01,-2.815526305713434430e-01,2.655395305923256566e-01,1.170526687484924099e-03,-1.003119322587953666e-01,2.282746182472667473e-01,-7.023774050344823439e-02,-1.472169243008896733e-01,1.926200619051084695e-01,1.230089577555282809e-01,1.388484885025638438e-01,1.417119353278325361e-02,6.694769096825993471e-02,8.349712379325499589e-02,1.791165954593569240e-02,1.035923809607651597e-01,1.516528444741421788e-01,9.986173211684843398e-01,2.124574197341158252e-02,-4.808064244454657993e-02,5.622565243738482897e-04,9.991644207752756746e-01,8.178796329170420418e-03,-4.003871932068549244e-02,6.844724780394255241e-04,9.987455692873494772e-01,3.676816460843768120e-02,-3.390729085279027555e-02,2.384434364643258242e-03,-3.076904613222143370e-01,-5.580346615287281598e-01,6.316824843165599890e-02,-7.298696129109683017e-01,-5.719005262367231612e-01,-9.526115421185712973e-03,1.079641374946731514e-01,-3.821014790440959707e-01,3.994001375949494947e-02,6.299943670630454851e-02,6.299774244427680525e-02,-5.269609371083560538e-09,2.536387789011260718e-01,-1.664676987311653045e-05,-1.268259068748594509e-01,2.196450583731462403e-01,-1.268249414512552242e-01,-2.196766787811553212e-01,2.999905859405225250e-01,2.999623325928504336e-01,-4.688943034070192534e-08,-5.885174083039457107e-05,-2.521812644662456459e-04,-6.930644896065236353e-05,-2.413488115040946153e-04,-5.467879896657839699e-05,-2.376645898899720809e-04
2.399999999999999911e-01,3.512412094639500992e-01,4.749352356530922026e-01,-2.773440671541471669e-01,2.657161680630478751e-01,3.427874092441741787e-03,-9.800817455400095968e-02,2.289271764640918860e-01,-6.707437858154176313e-02,-1.424853809387490178e-01,1.741356478090232418e-01,1.043833858236459106e-01,1.417548153091826024e-01,-2.482516151593647941e-03,8.340294899492362024e-02,6.993723764270826093e-02,2.545112109692303226e-02,1.070885824364053024e-01,1.635062659370783156e-01,9.982663214913140015e-01,1.659500683141930041e-02,-5.645996753586546291e-02,1.108688556233381004e-03,9.988139430642479777e-01,-2.748945768091177501e-03,-4.861223445660158710e-02,3.314739544105038102e-05,9.984723638247572364e-01,3.837827938676462852e-02,-3.964914778097409359e-02,2.826911699286907987e-03,4.384870699913616665e-01,3.481918386915785479e-01,-3.566785399259808642e-03,-1.521567965848763526e-01,5.119470362455404988e-01,-1.527175628513888911e-02,3.806633849187738283e-01,1.148236474137499519e-01,2.127719064728441842e-02,7.199909657239914051e-02,7.199638262391089283e-02,-6.729261716742483953e-09,2.536367321699382060e-01,-2.541720437912120558e-05,-1.268283172548618498e-01,2.196366646498905117e-01,-1.268268430959010595e-01,-2.196849443926963130e-01,2.999866527047266307e-01,2.999466030697717223e-01,-5.056151592741642752e-08,-7.747554555957547444e-05,-3.319910713254470812e-04,-9.124214759318294667e-05,-3.177312483968217451e-04,-7.198440960391876988e-05,-3.128838006693213363e-04
2.700000000000000178e-01,3.563723356591424474e-01,4.779011004530089313e-01,-2.729984067954798199e-01,2.653742868125509302e-01,6.013158280831519716e-03,-9.606136895019876110e-02,2.297205829058996396e-01,-6.407841738482115967e-02,-1.375249028415486130e-01,1.680520849680161855e-01,9.349028067172052148e-02,1.480098296867941310e-01,-2.040718660992987821e-02,8.880287040171017110e-02,5.970705727750953706e-02,2.729865664855041923e-02,9.243028675853678933e-02,1.668894384679631415e-01,9.984169019055866290e-01,2.315747762721432484e-02,-5.123603469956101303e-02,1.513263843720080064e-03,9.991488983678032954e-01,-5.017596778063855567e-03,-4.094136314596392295e-02,-3.277144002735082949e-04,9.983028056533891359e-01,4.406126584882513048e-02,-3.792483447320939977e-02,3.438023640180366738e-03,7.200991730236161459e-01,8.046441710727764152e-01,-4.585707239042746686e-02,1.375657929808528634e-01,6.389274533156644731e-01,-6.887320755412061624e-03,7.364722502514037261e-02,-1.102816443763910415e-01,1.675108136826153338e-02,8.099862337112426203e-02,8.099449038505553145e-02,-8.266287299107941924e-09,2.536340952265473958e-01,-3.671720936872846427e-05,-1.268314228864838578e-01,2.196258500516819756e-01,-1.268292932718991517e-01,-2.196955941034444137e-01,2.999816812883895345e-01,2.999267325385505667e-01,-5.016083949094252624e-08,-9.816423457324752189e-05,-4.206671310658018233e-04,-1.156154411003179573e-04,-4.025966934784125720e-04,-9.121492296773557585e-05,-3.964603557241452988e-04
